2026-07-03 06:04:38 | INFO     | 00_concept_validator | ================================================================================
2026-07-03 11:05:43 | INFO     | run_concept_pipeline | CONCEPT INTELLIGENCE ENGINE PIPELINE
2026-07-03 11:05:43 | INFO     | run_concept_pipeline | ================================================================================
2026-07-03 11:05:43 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:05:43 | INFO     | run_concept_pipeline | RUNNING STAGE: 00_concept_validator.py
2026-07-03 11:05:43 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:05:44 | INFO     | 00_concept_validator | ================================================================================
2026-07-03 11:05:44 | INFO     | 00_concept_validator | CONCEPT VALIDATOR (PASS 0)
2026-07-03 11:05:44 | INFO     | 00_concept_validator | ================================================================================
2026-07-03 11:05:44 | INFO     | 00_concept_validator | Saved: C:\CODES\VQP1\kbprocess\refinement\output\validation_report.json
2026-07-03 11:05:44 | INFO     | 00_concept_validator | Summary
2026-07-03 11:05:44 | INFO     | 00_concept_validator |   Status : PASS
2026-07-03 11:05:44 | INFO     | 00_concept_validator |   total_concepts                        : 29
2026-07-03 11:05:44 | INFO     | 00_concept_validator |   schema_errors                         : 0
2026-07-03 11:05:44 | INFO     | 00_concept_validator |   duplicate_ids                         : 0
2026-07-03 11:05:44 | INFO     | 00_concept_validator |   duplicate_concepts                    : 0
2026-07-03 11:05:44 | INFO     | 00_concept_validator |   dangling_parents                      : 0
2026-07-03 11:05:44 | INFO     | 00_concept_validator |   circular_hierarchies                  : 0
2026-07-03 11:05:44 | INFO     | 00_concept_validator |   orphan_concepts                       : 0
2026-07-03 11:05:44 | INFO     | 00_concept_validator |   concepts_missing_knowledge_nodes      : 0
2026-07-03 11:05:44 | INFO     | 00_concept_validator |   questions_with_no_linked_concepts     : 0
2026-07-03 11:05:44 | INFO     | run_concept_pipeline | Stage complete: 00_concept_validator.py
2026-07-03 11:05:44 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:05:44 | INFO     | run_concept_pipeline | RUNNING STAGE: 01_hierarchy_refiner.py
2026-07-03 11:05:44 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:05:44 | INFO     | 01_hierarchy_refiner | ================================================================================
2026-07-03 11:05:44 | INFO     | 01_hierarchy_refiner | HIERARCHY REFINER (PASS 1)
2026-07-03 11:05:44 | INFO     | 01_hierarchy_refiner | ================================================================================
2026-07-03 11:05:44 | INFO     | 01_hierarchy_refiner | 29 concepts loaded from Phase 1
2026-07-03 11:05:44 | INFO     | 01_hierarchy_refiner | Calling LLM to refine hierarchy...
2026-07-03 11:05:44 | INFO     | 01_hierarchy_refiner | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 11:08:10 | INFO     | 01_hierarchy_refiner | LLM response parsed and validated successfully
2026-07-03 11:08:10 | INFO     | 01_hierarchy_refiner | Saved: C:\CODES\VQP1\kbprocess\refinement\output\chapter_concepts_hierarchy.json
2026-07-03 11:08:10 | INFO     | 01_hierarchy_refiner | Summary
2026-07-03 11:08:10 | INFO     | 01_hierarchy_refiner |   Total concepts (incl. grouping) : 29
2026-07-03 11:08:10 | INFO     | 01_hierarchy_refiner |   Grouping nodes added             : 0
2026-07-03 11:08:10 | INFO     | 01_hierarchy_refiner |   Parent changes                    : 4
2026-07-03 11:08:10 | INFO     | run_concept_pipeline | Stage complete: 01_hierarchy_refiner.py
2026-07-03 11:08:10 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:08:10 | INFO     | run_concept_pipeline | RUNNING STAGE: 02_concept_normalizer.py
2026-07-03 11:08:10 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:08:10 | INFO     | 02_concept_normalizer | ================================================================================
2026-07-03 11:08:10 | INFO     | 02_concept_normalizer | CONCEPT NORMALIZER (PASS 2)
2026-07-03 11:08:10 | INFO     | 02_concept_normalizer | ================================================================================
2026-07-03 11:08:10 | INFO     | 02_concept_normalizer | 29 concepts loaded from Pass 1 hierarchy
2026-07-03 11:08:10 | INFO     | 02_concept_normalizer | Round 1: requesting normalization for 29 concept(s)
2026-07-03 11:08:10 | INFO     | 02_concept_normalizer | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 11:11:16 | INFO     | 02_concept_normalizer | LLM response parsed and validated successfully
2026-07-03 11:11:16 | INFO     | 02_concept_normalizer | Saved: C:\CODES\VQP1\kbprocess\refinement\output\chapter_concepts_normalized.json
2026-07-03 11:11:16 | INFO     | 02_concept_normalizer | Summary
2026-07-03 11:11:16 | INFO     | 02_concept_normalizer |   Normalized concepts : 29
2026-07-03 11:11:16 | INFO     | run_concept_pipeline | Stage complete: 02_concept_normalizer.py
2026-07-03 11:11:16 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:11:16 | INFO     | run_concept_pipeline | RUNNING STAGE: 03_relationship_builder.py
2026-07-03 11:11:16 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:11:17 | INFO     | 03_relationship_builder | ================================================================================
2026-07-03 11:11:17 | INFO     | 03_relationship_builder | RELATIONSHIP BUILDER (PASS 3)
2026-07-03 11:11:17 | INFO     | 03_relationship_builder | ================================================================================
2026-07-03 11:11:17 | INFO     | 03_relationship_builder | 29 concepts loaded from Pass 2 normalization
2026-07-03 11:11:17 | INFO     | 03_relationship_builder | Calling LLM to build relationships...
2026-07-03 11:11:17 | INFO     | 03_relationship_builder | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 11:12:13 | INFO     | 03_relationship_builder | LLM response parsed and validated successfully
2026-07-03 11:12:13 | WARNING  | 03_relationship_builder | Dropped 1 invalid/duplicate/self-referencing relationship(s)
2026-07-03 11:12:13 | INFO     | 03_relationship_builder | Saved: C:\CODES\VQP1\kbprocess\refinement\output\chapter_relationships.json
2026-07-03 11:12:13 | INFO     | 03_relationship_builder | Summary
2026-07-03 11:12:13 | INFO     | 03_relationship_builder |   Relationships : 14
2026-07-03 11:12:13 | INFO     | 03_relationship_builder |     depends_on      : 2
2026-07-03 11:12:13 | INFO     | 03_relationship_builder |     example_of      : 1
2026-07-03 11:12:13 | INFO     | 03_relationship_builder |     related_to      : 6
2026-07-03 11:12:13 | INFO     | 03_relationship_builder |     used_in         : 5
2026-07-03 11:12:13 | INFO     | run_concept_pipeline | Stage complete: 03_relationship_builder.py
2026-07-03 11:12:13 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:12:13 | INFO     | run_concept_pipeline | RUNNING STAGE: 04_metadata_builder.py
2026-07-03 11:12:13 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:12:13 | INFO     | 04_metadata_builder | ================================================================================
2026-07-03 11:12:13 | INFO     | 04_metadata_builder | METADATA BUILDER (PASS 4)
2026-07-03 11:12:13 | INFO     | 04_metadata_builder | ================================================================================
2026-07-03 11:12:13 | INFO     | 04_metadata_builder | 29 real concepts, 0 grouping node(s)
2026-07-03 11:12:13 | INFO     | 04_metadata_builder | Round 1: requesting metadata for 29 concept(s)
2026-07-03 11:12:13 | INFO     | 04_metadata_builder | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 11:16:40 | WARNING  | 04_metadata_builder | Response was truncated at max_tokens=8192 (finish_reason=length)
2026-07-03 11:16:40 | WARNING  | 04_metadata_builder | Attempt 1 failed: Could not parse JSON: Extra data: line 10 column 6 (char 394)
2026-07-03 11:16:43 | INFO     | 04_metadata_builder | LLM call attempt 2/3 (max_tokens=16384)
2026-07-03 11:20:57 | WARNING  | 04_metadata_builder | Response was truncated at max_tokens=16384 (finish_reason=length)
2026-07-03 11:20:57 | WARNING  | 04_metadata_builder | Attempt 2 failed: Could not parse JSON: Expecting ',' delimiter: line 272 column 10 (char 10724)
2026-07-03 11:21:00 | INFO     | 04_metadata_builder | LLM call attempt 3/3 (max_tokens=32768)
2026-07-03 11:25:23 | WARNING  | 04_metadata_builder | Response was truncated at max_tokens=32768 (finish_reason=length)
2026-07-03 11:25:23 | WARNING  | 04_metadata_builder | Attempt 3 failed: Could not parse JSON: Expecting ',' delimiter: line 282 column 10 (char 11201)
2026-07-03 11:25:23 | ERROR    | 04_metadata_builder | All 3 attempts failed. Saving raw response for inspection.
2026-07-03 11:25:23 | ERROR    | 04_metadata_builder | Raw response saved to C:\CODES\VQP1\kbprocess\refinement\output\04_raw_output_round1.txt
2026-07-03 11:25:23 | ERROR    | run_concept_pipeline | Pipeline aborted at stage '04_metadata_builder.py': Stage '04_metadata_builder.py' failed with exit code 1
2026-07-03 11:29:39 | INFO     | run_concept_pipeline | ================================================================================
2026-07-03 11:29:39 | INFO     | run_concept_pipeline | CONCEPT INTELLIGENCE ENGINE PIPELINE
2026-07-03 11:29:39 | INFO     | run_concept_pipeline | ================================================================================
2026-07-03 11:29:39 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:29:39 | INFO     | run_concept_pipeline | RUNNING STAGE: 00_concept_validator.py
2026-07-03 11:29:39 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:29:39 | INFO     | 00_concept_validator | ================================================================================
2026-07-03 11:29:39 | INFO     | 00_concept_validator | CONCEPT VALIDATOR (PASS 0)
2026-07-03 11:29:39 | INFO     | 00_concept_validator | ================================================================================
2026-07-03 11:29:39 | INFO     | 00_concept_validator | Saved: C:\CODES\VQP1\kbprocess\refinement\output\validation_report.json
2026-07-03 11:29:39 | INFO     | 00_concept_validator | Summary
2026-07-03 11:29:39 | INFO     | 00_concept_validator |   Status : PASS
2026-07-03 11:29:39 | INFO     | 00_concept_validator |   total_concepts                        : 29
2026-07-03 11:29:39 | INFO     | 00_concept_validator |   schema_errors                         : 0
2026-07-03 11:29:39 | INFO     | 00_concept_validator |   duplicate_ids                         : 0
2026-07-03 11:29:39 | INFO     | 00_concept_validator |   duplicate_concepts                    : 0
2026-07-03 11:29:39 | INFO     | 00_concept_validator |   dangling_parents                      : 0
2026-07-03 11:29:39 | INFO     | 00_concept_validator |   circular_hierarchies                  : 0
2026-07-03 11:29:39 | INFO     | 00_concept_validator |   orphan_concepts                       : 0
2026-07-03 11:29:39 | INFO     | 00_concept_validator |   concepts_missing_knowledge_nodes      : 0
2026-07-03 11:29:39 | INFO     | 00_concept_validator |   questions_with_no_linked_concepts     : 0
2026-07-03 11:29:39 | INFO     | run_concept_pipeline | Stage complete: 00_concept_validator.py
2026-07-03 11:29:39 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:29:39 | INFO     | run_concept_pipeline | RUNNING STAGE: 01_hierarchy_refiner.py
2026-07-03 11:29:39 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:29:40 | INFO     | 01_hierarchy_refiner | ================================================================================
2026-07-03 11:29:40 | INFO     | 01_hierarchy_refiner | HIERARCHY REFINER (PASS 1)
2026-07-03 11:29:40 | INFO     | 01_hierarchy_refiner | ================================================================================
2026-07-03 11:29:40 | INFO     | 01_hierarchy_refiner | 29 concepts loaded from Phase 1
2026-07-03 11:29:40 | INFO     | 01_hierarchy_refiner | Calling LLM to refine hierarchy...
2026-07-03 11:29:40 | INFO     | 01_hierarchy_refiner | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 11:31:35 | INFO     | 01_hierarchy_refiner | LLM response parsed and validated successfully
2026-07-03 11:31:35 | INFO     | 01_hierarchy_refiner | Saved: C:\CODES\VQP1\kbprocess\refinement\output\chapter_concepts_hierarchy.json
2026-07-03 11:31:35 | INFO     | 01_hierarchy_refiner | Summary
2026-07-03 11:31:35 | INFO     | 01_hierarchy_refiner |   Total concepts (incl. grouping) : 29
2026-07-03 11:31:35 | INFO     | 01_hierarchy_refiner |   Grouping nodes added             : 0
2026-07-03 11:31:35 | INFO     | 01_hierarchy_refiner |   Parent changes                    : 4
2026-07-03 11:31:35 | INFO     | run_concept_pipeline | Stage complete: 01_hierarchy_refiner.py
2026-07-03 11:31:35 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:31:35 | INFO     | run_concept_pipeline | RUNNING STAGE: 02_concept_normalizer.py
2026-07-03 11:31:35 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:31:35 | INFO     | 02_concept_normalizer | ================================================================================
2026-07-03 11:31:35 | INFO     | 02_concept_normalizer | CONCEPT NORMALIZER (PASS 2)
2026-07-03 11:31:35 | INFO     | 02_concept_normalizer | ================================================================================
2026-07-03 11:31:35 | INFO     | 02_concept_normalizer | 29 concepts loaded from Pass 1 hierarchy
2026-07-03 11:31:35 | INFO     | 02_concept_normalizer | Round 1: requesting normalization for 29 concept(s)
2026-07-03 11:31:35 | INFO     | 02_concept_normalizer | LLM call attempt 1/3 (max_tokens=8192)
2026-07-03 11:34:21 | INFO     | 02_concept_normalizer | LLM response parsed and validated successfully
2026-07-03 11:34:21 | INFO     | 02_concept_normalizer | Saved: C:\CODES\VQP1\kbprocess\refinement\output\chapter_concepts_normalized.json
2026-07-03 11:34:21 | INFO     | 02_concept_normalizer | Summary
2026-07-03 11:34:21 | INFO     | 02_concept_normalizer |   Normalized concepts : 29
2026-07-03 11:34:21 | INFO     | run_concept_pipeline | Stage complete: 02_concept_normalizer.py
2026-07-03 11:34:21 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:34:21 | INFO     | run_concept_pipeline | RUNNING STAGE: 03_relationship_builder.py
2026-07-03 11:34:21 | INFO     | run_concept_pipeline | --------------------------------------------------------------------------------
2026-07-03 11:34:21 | INFO     | 03_relationship_builder | ================================================================================
2026-07-03 11:34:21 | INFO     | 03_relationship_builder | RELATIONSHIP BUILDER (PASS 3)
2026-07-03 11:34:21 | INFO     | 03_relationship_builder | ================================================================================
2026-07-03 11:34:21 | INFO     | 03_relationship_builder | 29 concepts loaded from Pass 2 normalization
2026-07-03 11:34:21 | INFO     | 03_relationship_builder | Calling LLM to build relationships...
2026-07-03 11:34:21 | INFO     | 03_relationship_builder | LLM call attempt 1/3 (max_tokens=8192)
